학수번호-분반,강좌명,대상학년,정원,교수명,학점,강의시간/강의실,이수구분,언어구분,특이사항,대학
KO4304-01,한국언어문화캡스톤디자인,4,50,김종수,3.0,금 13:30-16:15 (외304),05,,,국제
KO4304-02,한국언어문화캡스톤디자인,4,50,김종수,3.0,금 16:30-19:15 (외304),05,,,국제
LA201-01,지형디자인,,22,김수연,3.0,금 09:00-12:50 (예502),04,,,국제
LA201-02,지형디자인,,22,배건국,3.0,금 09:00-12:50 (예505),04,,,국제
LA202-01,공간구성형태론,,45,최현상,3.0,화 09:00-11:45 (예502),05,,,국제
LA203-01,동양조경사,,40,함광민,3.0,목 15:00-17:45 (예502),05,,,국제
LA206-01,조경기초디자인,,15,이유나,3.0,수 13:30-17:20 (예502),05,영어,,국제
LA206-02,조경기초디자인,,15,김미래,3.0,수 13:30-17:20 (예505),05,영어,,국제
LA208-01,조경배식학,,40,김진오,3.0,월 09:00-10:15 (예502)수 09:00-10:15 (예502),05,,,국제
LA311-01,단지계획및설계,,20,민병욱,3.0,화 09:00-12:50 (예505),04,영어,,국제
LA311-02,단지계획및설계,,20,김미연,3.0,목 09:00-12:50 (예505),04,,,국제
LA313-01,도시공간디자인론,,30,안정명,3.0,월 13:30-16:15 (예505),05,,,국제
LA317-01,조경시공및적산학,,30,최자호,3.0,화 13:30-16:15 (예505),05,,,국제
LA325-01,캡스톤디자인기반융합연구,,20,민병욱,3.0,월 09:00-11:45 (예505),05,,,국제
LA329-01,독립심화학습2(환경조경디자인학과),,2,김신원,3.0,수 14:00-16:45 (예506),05,,,국제
LA420-01,졸업논문(환경조경디자인학),,100,김진오,.0,- (),04,,,국제
LA424-01,환경생태계획론,,35,김진오,3.0,월 10:30-11:45 (예506)수 10:30-11:45 (예506),04,영어,,국제
MATH1102-01,미적분학및연습2,1,60,김승일,3.0,화 09:00-11:45 (스B113)목 09:00-10:50 (스B113),11,,수학과 외 수강불허,서울
MATH1102-02,미적분학및연습2,1,50,이호,3.0,월 15:00-17:45 (스B110)수 13:00-14:50 (스B110),11,,물리학과 외 수강불허,서울
MATH1102-03,미적분학및연습2,1,50,박창훈,3.0,화 12:00-13:50 (스B112)월 15:00-17:45 (스B113),11,영어,화학과 외 수강불허,서울
MATH1102-04,미적분학및연습2,,50,한종민,3.0,월 09:00-11:45 (스B113)수 09:00-10:50 (스B113),11,영어,생물학과 외 수강불허,서울
MATH1102-05,미적분학및연습2,1,60,김명호,3.0,월 09:00-11:45 (스B114)수 09:00-10:50 (스B114),11,영어,정보디스플레이학과 외 수강불허,서울
MATH1111-01,조합및그래프이론,1,40,배은옥,3.0,금 10:30-13:15 (스B103),05,,,서울
MATH2112-01,선형대수학2,2,20,홍찬용,3.0,화 13:30-14:45 (스B103)목 13:30-14:45 (스B103),04,,,서울
MATH2112-02,선형대수학2,2,20,홍찬용,3.0,화 16:30-17:45 (스B103)목 16:30-17:45 (스B103),04,,,서울
MATH2212-01,해석학2,2,20,박종도,3.0,화 12:00-13:15 (스B103)목 12:00-13:15 (스B103),04,영어,,서울
MATH2212-02,해석학2,2,20,박종도,3.0,화 15:00-16:15 (스B103)목 15:00-16:15 (스B103),04,영어,,서울
MATH2401-01,기하학개론,2,40,강일원,3.0,화 10:30-11:45 (스B104)목 10:30-11:45 (스B104),05,영어,,서울
MATH2501-01,확률및통계,2,30,박창훈,3.0,월 09:00-10:15 (스B103)수 09:00-10:15 (스B103),04,영어,,서울
MATH2501-02,확률및통계,2,30,박창훈,3.0,월 13:30-14:45 (스B103)수 13:30-14:45 (스B103),04,영어,,서울
MATH2511-01,정수론,2,60,김명호,3.0,월 12:00-13:15 (스B103)수 12:00-13:15 (스B103),05,,,서울
MATH3112-01,복소해석학2,3,35,이호,3.0,월 09:00-10:15 (스B104)수 09:00-10:15 (스B104),05,영어,,서울
MATH3202-01,현대대수학II,3,35,홍찬용,3.0,화 10:30-11:45 (스B103)목 10:30-11:45 (스B103),05,영어,,서울
MATH3211-01,미분기하학1,3,45,김세구,3.0,화 09:00-10:15 (스B103)목 09:00-10:15 (스B103),05,,,서울
MATH3412-01,수치해석2,3,40,김승일,3.0,화 15:00-16:15 (스B104)목 15:00-16:15 (스B104),05,영어,,서울
MATH3452-01,위상수학2,3,40,김세구,3.0,화 13:30-14:45 (스B104)목 13:30-14:45 (스B104),05,영어,,서울
MATH3502-01,확률론,3,35,박창훈,3.0,월 10:30-11:45 (스B104)수 10:30-11:45 (스B104),05,영어,,서울
MATH4302-01,해석학특강,4,35,한종민,3.0,월 15:00-16:15 (스B103)수 15:00-16:15 (스B103),05,영어,,서울
MATH4999-01,졸업논문(수학),4,80,김세구,.0,- (),04,,졸업예정자 수강,서울
MDSC305-00,세포생물학,3,10,황은주,3.0,화 12:00-13:15 (국212)목 12:00-13:15 (국212),04,영어(부분),,국제
MDSC306-00,인체해부학2,3,10,맹성호,3.0,수 13:30-14:45 (국212)월 13:30-14:45 (국212),04,,,국제
MDSC325-00,의과학연구I,3,10,황은주,3.0,화 15:00-17:45 ()목 15:00-17:45 (),05,,,국제
MDSC401-00,의학생리학,4,10,박지호,3.0,목 10:30-11:45 (국304)화 10:30-11:45 (국304),04,,,국제
MDSC402-00,졸업논문(동서의과학),4,10,황은주,.0,09:00- (),04,,,국제
MDSC428-00,의과학연구IV,4,10,황은주,3.0,월 18:00-20:25 ()수 18:00-20:25 (),05,,,국제
MDSC429-00,의과학연구V,4,10,황은주,3.0,목 18:00-20:25 ()화 18:00-20:25 (),05,,,국제
ME112-01,재료역학,1,60,허윤정,3.0,수 15:00-16:15 (공371)월 15:00-16:15 (공371),04,,Abeek,국제
ME112-02,재료역학,1,60,최덕현,3.0,월 15:00-16:15 (공165)수 15:00-16:15 (공165),04,영어,Abeek,국제
ME112-03,재료역학,1,60,오택열,3.0,화 09:00-10:15 (공371)목 09:00-10:15 (공371),04,,Abeek,국제
ME112-04,재료역학,1,60,정인화,3.0,목 09:00-10:15 (공142-2)화 09:00-10:15 (공142-2),04,영어,Abeek,국제
ME113-01,공학수학1,1,60,유송민,3.0,수 10:30-11:45 (공371)월 10:30-11:45 (공371),11,,1학년대상 Abeek,국제
ME113-02,공학수학1,1,60,이원구,3.0,월 10:30-11:45 (공165)수 10:30-11:45 (공165),11,영어,1학년대상 Abeek,국제
ME113-03,공학수학1,1,60,허윤정,3.0,화 10:30-11:45 (공142-2)목 10:30-11:45 (공142-2),11,,1학년대상 Abeek,국제
ME113-04,공학수학1,1,60,허유,3.0,화 10:30-11:45 (공176)목 10:30-11:45 (공176),11,영어,1학년대상 Abeek,국제
ME205-01,공학프로그래밍입문,2,30,유송민,3.0,화 09:00-10:15 (공176-4)목 09:00-10:15 (공176-4),11,,Abeek,국제
ME205-02,공학프로그래밍입문,2,30,구준모,3.0,화 09:00-10:15 (실216)목 09:00-10:15 (실216),11,영어(부분),Abeek,국제
ME205-03,공학프로그래밍입문,2,30,김진균,3.0,수 15:00-16:15 (실216)월 15:00-16:15 (실216),11,영어,Abeek,국제
ME205-04,공학프로그래밍입문,2,30,김형진,3.0,수 15:00-16:15 (공176-4)월 15:00-16:15 (공176-4),11,영어,Abeek,국제
ME211-01,그래픽및공학설계,2,30,장승호,3.0,목 12:00-13:15 (공176-3)화 12:00-13:15 (공176-3),04,,Abeek,국제
ME211-02,그래픽및공학설계,2,30,이춘호,3.0,화 12:00-13:15 (공176-4)목 12:00-13:15 (공176-4),04,,Abeek,국제
ME211-03,그래픽및공학설계,2,30,김성수,3.0,수 12:00-13:15 (공165)월 12:00-13:15 (공176-3),04,,Abeek,국제
ME232-01,응용열역학,2,60,전흥신,3.0,월 09:00-10:15 (공371)수 09:00-10:15 (공371),05,,Abeek,국제
ME232-02,응용열역학,2,60,홍희기,3.0,수 09:00-10:15 (공165)월 09:00-10:15 (공165),05,,Abeek,국제
ME232-03,응용열역학,2,60,조정완,3.0,월 09:00-10:15 (공142-2)수 09:00-10:15 (공142-2),05,영어(부분),Abeek,국제
ME235-01,유체역학,2,60,김경훈,3.0,화 13:30-14:45 (공142-2)목 13:30-14:45 (공142-2),04,,Abeek,국제
ME235-02,유체역학,2,60,김창영,3.0,화 13:30-14:45 (공371)목 13:30-14:45 (공371),04,영어(부분),Abeek,국제
ME235-03,유체역학,2,60,구준모,3.0,월 13:30-14:45 (공142-2)수 13:30-14:45 (공142-2),04,영어(부분),Abeek,국제
ME235-04,유체역학,2,60,정신규,3.0,수 13:30-14:45 (공B104)월 13:30-14:45 (공B104),04,,Abeek,국제
ME272-01,기구메카니즘,2,60,장승호,3.0,수 16:30-17:45 (공176)월 16:30-17:45 (공176),05,,Abeek,국제
ME272-02,기구메카니즘,2,60,최명진,3.0,월 16:30-17:45 (공371)수 16:30-17:45 (공371),05,,Abeek,국제
ME275-01,전기전자회로,23,50,김철,3.0,화 15:00-16:15 (공142-2)목 15:00-16:15 (공142-2),05,,Abeek,국제
ME275-02,전기전자회로,23,50,김철,3.0,화 16:30-17:45 (공142-2)목 16:30-17:45 (공142-2),05,,Abeek,국제
ME276-01,계측공학,2,60,권영하,3.0,목 09:00-10:15 (공165)화 09:00-10:15 (공165),05,영어(부분),Abeek,국제
ME276-02,계측공학,2,60,조정완,3.0,목 09:00-10:15 (공B104)화 09:00-10:15 (공B104),05,영어,Abeek,국제
ME277-01,공학수학3,2,60,임성수,3.0,화 10:30-11:45 (공371)목 10:30-11:45 (공371),11,,Abeek,국제
ME277-02,공학수학3,2,60,김형진,3.0,목 10:30-11:45 (공B104)화 10:30-11:45 (공B104),11,영어,Abeek,국제
ME277-03,공학수학3,2,60,이충엽,3.0,수 10:30-11:45 (공142-2)월 10:30-11:45 (공142-2),11,영어(부분),Abeek,국제
ME277-04,공학수학3,2,60,최동휘,3.0,수 10:30-11:45 (공B104)월 10:30-11:45 (공B104),11,영어(부분),Abeek,국제
ME305-01,실험통계학,34,60,정인화,3.0,수 13:30-14:45 (공165)월 13:30-14:45 (공165),05,,Abeek,국제
ME311-01,프로젝트및세미나,3,60,김경훈,2.0,금 09:00-11:45 (공176),05,,Abeek,국제
ME311-02,프로젝트및세미나,3,60,허윤정,2.0,금 09:00-11:45 (공142-2),05,,Abeek,국제
ME311-03,프로젝트및세미나,3,60,조정완,2.0,금 09:00-11:45 (공165),05,,Abeek,국제
ME311-04,프로젝트및세미나,3,60,김형진,2.0,금 09:00-11:45 (공B104),05,영어(부분),Abeek,국제
ME314-01,기계공학실험,3,50,홍희기,2.0,금 12:00-14:45 (공B104),05,영어(부분),Abeek,국제
ME314-02,기계공학실험,3,50,정인화,2.0,금 15:00-17:45 (공B104),05,,Abeek,국제
ME316-01,연구연수활동2(기계공학),3,20,김윤혁,1.0,토 15:00-17:45 (공371),05,,신청서 제출: 9월 2일까지 학과사무실(제출 후 수강신청 가능) Abeek,국제
ME332-01,냉동및공기조화,3,60,홍희기,3.0,목 10:30-11:45 (공165)화 10:30-11:45 (공165),05,,Abeek,국제
ME333-01,열에너지시스템,34,60,이충엽,3.0,화 16:30-17:45 (공371)목 16:30-17:45 (공371),05,영어,Abeek,국제
ME334-01,내연기관,34,60,전흥신,3.0,목 15:00-16:15 (공371)화 15:00-16:15 (공371),05,,Abeek,국제
ME353-01,유한요소법,3,60,최명진,3.0,수 13:30-14:45 (공371)월 13:30-14:45 (공371),05,,Abeek,국제
ME354-01,나노재료와응용,34,60,"이병찬,최덕현",3.0,"화 12:00-13:15 (공371),목 12:00-13:15 (공371)",05,영어(부분),Abeek,국제
ME361-01,기계설계학,3,60,"이병찬,최덕현,김형진",3.0,"화 15:00-15:50 (공165),목 15:00-15:50 (공165),화 15:50-16:15 (공165)목 15:50-16:15 (공165)",05,영어(부분),Abeek,국제
ME363-01,지능형생산공학,34,30,유송민,3.0,화 10:30-11:45 (공127)목 10:30-11:45 (공127),05,,Abeek,국제
ME365-01,생체공학,34,60,김윤혁,3.0,수 16:30-17:45 (공165)월 16:30-17:45 (공165),05,영어,Abeek,국제
ME376-01,자동제어,3,50,이순걸,3.0,목 13:30-14:45 (공244)화 13:30-14:45 (공244),05,,Abeek,국제
ME377-01,구조재료시스템,34,60,이경엽,3.0,수 15:00-16:15 (공142-2)월 15:00-16:15 (공142-2),05,,Abeek,국제
ME383-01,독립심화학습2(기계공학과),3,,김진균,3.0,월 16:30-19:15 (실219호),05,,,국제
ME383-02,독립심화학습2(기계공학과),3,,정인화,3.0,목 13:30-16:15 (실212호),05,,,국제
ME383-03,독립심화학습2(기계공학과),3,,허윤정,3.0,화 15:00-16:15 (실207호)목 15:00-16:15 (실207호),05,,,국제
ME383-04,독립심화학습2(기계공학과),3,,허윤정,3.0,수 09:00-11:45 (실222호),05,,,국제
ME383-05,독립심화학습2(기계공학과),3,,허윤정,3.0,토 09:00-11:45 (실207호),05,,,국제
ME383-06,독립심화학습2(기계공학과),3,,이순걸,3.0,화 18:50-20:05 (실109호)목 18:50-20:05 (실109호),05,,,국제
ME383-07,독립심화학습2(기계공학과),3,,최동휘,3.0,수 19:00-20:15 (실112호)월 19:00-20:15 (실112호),05,,,국제
ME383-08,독립심화학습2(기계공학과),3,,김형진,3.0,화 09:00-10:15 (실221호)목 09:00-10:15 (실221호),05,,,국제
ME383-09,독립심화학습2(기계공학과),3,,김형진,3.0,목 16:30-19:15 (실203호),05,,,국제
ME401-01,졸업논문(기계공학전공),4,200,김윤혁,.0,토 12:00-14:45 (공371),04,,2017년 2월 졸업예정자 필히 수강신청 요망 Abeek,국제
ME410-01,기계공학종합설계Ⅱ,4,60,이병찬,3.0,월 09:00-11:45 (멀B205),05,,Abeek,국제
MEDIC1009-01,병리학,1,118,"김윤화,박용구,이주희,박재훈,임성직,김용준,이선,성지연,원규연,허준호",6.0,"수 11:00-12:50 (제2의401),- (제2의401),- (제2의401),월 09:00-10:50 (제2의401),- (제2의401),화 11:00-12:50 (제2의401),- (제2의401),- (제2의401),- (제2의401),- (제2의401)",04,,,서울
MEDIC1010-01,약리학,1,118,"박승준,박해정,김자은",4.0,"수 09:00-10:50 (제2의401),- (제2의401),금 09:00-10:50 (제2의401)",04,,,서울
MEDIC1011-01,예방의학,1,118,"최중명,최봉근,오인환,오창모",4.0,"- (제2의401),목 09:00-10:50 (제2의401),금 11:00-12:50 (제2의401),- (제2의401)",04,,,서울
MEDIC1012-01,미생물학,1,118,"조정제,안현종,박용식",4.0,"화 09:00-10:50 (제2의401),- (제2의401),목 11:00-11:50 (제2의401)",04,,,서울
MEDIC1013-01,의동물학,1,118,문은경,2.0,월 11:00-12:50 (제2의401),04,,,서울
MEDIC1015-01,기초통합강의2,1,118,"임성빈,어완규,김용준,오창모,허준호",1.0,"- (제2의401),- (제2의401),- (제2의401),- (제2의401),월 16:00-16:50 (제2의401)",04,,,서울
MEDIC1016-01,기초의학실습2,1,118,"김윤화,박승준,박용구,이주희,조정제,최중명,박재훈,최봉근,안현종,박해정,임성직,김용준,이선,박용식,오인환,김자은,오창모,성지연,원규연,문은경,허준호",2.0,"- (제2의401),- (제2의401),- (제2의401),- (제2의401),화 14:00-17:50 (제2의401),- (제2의401),- (제2의401),- (제2의401),- (제2의401),- (제2의401),- (제2의401),- (제2의401),- (제2의401),- (제2의401),- (제2의401),- (제2의401),- (제2의401),- (제2의401),- (제2의401),목 14:00-17:50 (제2의401),- (제2의401)",04,,,서울
MEDIC2015-01,소화기학2,2,105,"김병호,이정일,동석호,이상목,주광로,주선형,신현필,김범수,심재준,박성진,김상원,박민수",2.0,"- (제1의112),- (제1의112),- (제1의112),월 09:00-10:50 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MEDIC2016-01,근골격계학,2,105,"윤경호,김강일,이종하,진욱,유승돈,이재훈,이정희,전영수,윤동환,강상윤,송상준,김동환,정비오,조남수,유기형,범진식,이상학,박소영,김용찬",1.5,"화 09:00-10:30 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MEDIC2017-01,내분비대사학,2,105,"김성운,김덕윤,오승준,안규정,정인경,정호연,박봉진,전숙,황유철,박원서,박순찬,진상욱",2.0,"- (제1의112),- (제1의112),월 13:00-14:50 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MEDIC2018-01,피부과학,2,105,"심우영,유박린,신민경,정기헌,이무형",1.0,"화 11:00-11:50 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MEDIC2019-01,면역및알레르기학,2,105,"조중생,이희주,나영호,양형인,이상호,박지선,홍승재,김경수,이상훈,최선희,이연아,신민경,조선영,맹치훈,송란",1.5,"- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),목 09:00-10:30 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MEDIC2020-01,신경학,2,105,"장대일,김의종,고준석,윤성상,안태범,박기정,신원철,류창우,박봉진,김승범,김상범,이승환,허성혁,이학영,최혜연,이성호,신희섭,이경미,이준호,전진만,황경진,김범준",2.0,"- (제1의112),- (제1의112),- (제1의112),화 13:00-14:50 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MEDIC2021-01,신장학,2,105,"이태원,임천규,이상호,강소영,임성직,문주영,정경환,문성경,김양균,이은혜",2.0,"- (제1의112),- (제1의112),목 13:00-14:50 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MEDIC2022-01,이비인후과학,2,105,"김의종,김성완,여승근,박문서,변재용,이건희,은영규,이영찬,김상훈",1.0,"- (제1의112),목 11:00-11:50 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MEDIC2023-01,산부인과학2,2,105,"이선경,이보연,유은희,이종민,설현주,기경도,공문규,이경아",2.0,"- (제1의112),- (제1의112),수 09:00-10:50 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MEDIC2024-01,비뇨의학,2,105,"이충현,이선주,이형래,전승현,민경은,유구한,문성경,이동기,이상협",1.0,"- (제1의112),수 11:00-11:50 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MEDIC2025-01,응급의학,2,105,"김명천,김현철,최한성,박현경,이종석,정웅,정기영",1.0,"금 11:00-11:50 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MEDIC2026-01,정신건강의학2,2,105,"반건호,조아랑,김종우,백종우,박진경,강원섭",2.0,"- (제1의112),수 13:00-14:50 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MEDIC2027-01,법의학,2,105,김문영,1.0,금 13:00-13:50 (제1의112),04,,,서울
MEDIC2028-01,미래의료,2,105,"윤경식,오동인,이길연,김경숙,권오영,박소연,황교선",1.0,"- (제1의112),- (제1의112),- (제1의112),- (제1의112),월 11:00-11:50 (제1의112),- (제1의112),- (제1의112)",04,영어(부분),,서울
MEDIC2029-01,소아청소년의학2,2,105,"이희주,나영호,임주원,한미영,심계식,윤경림,최선희,이은혜,장혜경",2.0,"- (제1의112),금 09:00-10:50 (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112),- (제1의112)",04,,,서울
MGMT1001-01,경영통계학,1,0,이상규,3.0,수 13:30-14:45 (오422)월 13:30-14:45 (오422),11,,경영학과 1학년 대상,서울
MGMT1001-02,경영통계학,1,90,이상규,3.0,월 15:00-16:15 (오422)수 15:00-16:15 (오422),11,,,서울
MGMT1001-03,경영통계학,1,0,장혜정,3.0,월 16:30-17:45 (오306)수 16:30-17:45 (오306),11,,경영학과 1학년 대상,서울
MGMT1001-04,경영통계학,1,50,정선호,3.0,화 13:30-14:45 (오423)목 13:30-14:45 (오423),11,영어,,서울
MGMT1001-05,경영통계학,1,80,김영식,3.0,화 15:00-16:15 (오422)목 15:00-16:15 (오422),11,,,서울
MGMT1001-06,경영통계학,1,65,이상규,3.0,화 15:00-17:45 (외국어대306),11,,국제캠퍼스 개설강좌,서울
MGMT1001-07,경영통계학,1,80,김영식,3.0,화 16:30-17:45 (오422)목 16:30-17:45 (오422),11,,,서울
MGMT1001-08,경영통계학,1,80,이인남,3.0,금 15:00-17:45 (오213),11,,중국인학생 강좌,서울
MGMT1003-01,책임경영,1,0,박용승,3.0,화 10:30-11:45 (오308)목 10:30-11:45 (오308),11,,경영학과 1학년 대상,서울
MGMT1003-02,책임경영,1,80,박용승,3.0,화 13:30-14:45 (오308)목 13:30-14:45 (오308),11,영어,,서울
MGMT1003-03,책임경영,1,0,손윤근,3.0,화 16:30-17:45 (오308)목 16:30-17:45 (오308),11,,경영학과 1학년 대상,서울
MGMT1003-04,책임경영,1,85,김진욱,3.0,금 09:00-11:45 (오308),11,,,서울
MGMT1003-05,책임경영,1,60,김주원,3.0,금 12:00-14:45 (오306),11,,,서울
MGMT1004-01,경영수학,1,62,황학진,3.0,화 10:30-11:45 (오210)목 10:30-11:45 (오210),05,영어(부분),,서울
MGMT1004-02,경영수학,1,62,황학진,3.0,화 13:30-14:45 (오212)목 13:30-14:45 (오212),05,영어(부분),,서울
MGMT1004-03,경영수학,1,62,황학진,3.0,화 16:30-17:45 (오212)목 16:30-17:45 (오212),05,영어,,서울
MGMT1005-01,경영커뮤니케이션,1,0,Philip Park,3.0,수 13:30-14:45 (오210)월 13:30-14:45 (오210),05,영어,경영학과 1학년 대상,서울
MGMT1005-02,경영커뮤니케이션,1,0,Philip Park,3.0,월 15:00-16:15 (오210)수 15:00-16:15 (오210),05,영어,경영학과 1학년 대상,서울
MGMT1005-03,경영커뮤니케이션,1,0,Philip Park,3.0,화 13:30-14:45 (오210)목 13:30-14:45 (오210),05,영어,경영학과 1학년 대상,서울
MGMT1005-04,경영커뮤니케이션,1,0,Philip Park,3.0,화 15:00-16:15 (오210)목 15:00-16:15 (오210),05,영어,경영학과 1학년 대상,서울
MGMT2001-01,경영정보시스템,2,50,박주석,3.0,월 10:30-11:45 (오201)수 10:30-11:45 (오201),04,,,서울
MGMT2001-02,경영정보시스템,2,47,"권오병,한상호",3.0,"월 10:30-11:45 (한851),수 10:30-11:45 (한851)",04,,,서울
