학수번호-분반,강좌명,대상학년,정원,교수명,학점,강의시간/강의실,이수구분,언어구분,특이사항,대학
GED1247-G01,"천연물의세계:독약,마술,약물",,65,Rathwell Kris James Andrew,3.0,월 12:00-13:15 (멀513)수 12:00-13:15 (멀513),15,영어,영어강의,국제
GED1301-G01,가면의축제:동서양연희의문명사,,65,김동언,3.0,월 15:00-16:15 (멀302)수 15:00-16:15 (멀302),15,,,국제
GED1302-S01,감각의제국:시각중심주의를넘어서,,75,한정민,3.0,금 09:00-11:45 (청409),15,,,서울
GED1303-S01,"고통,연민,공감:삶의영광과예술",,75,정재훈,3.0,금 12:00-14:45 (청507),15,,,서울
GED1305-G01,공감의인류학:감정이입과의인화,,65,곽봉재,3.0,금 12:00-14:45 (멀512),15,,,국제
GED1306-G01,과학예술문화의만남,,65,"최정우,우서혜",3.0,금 09:00-11:45 (멀312),15,,팀티칭,국제
GED1306-S01,과학예술문화의만남,,75,최정우,3.0,화 15:00-17:45 (청507),15,,취ㆍ창업과목,서울
GED1307-S01,낙원과유토피아의상상력,,50,오흥명,3.0,월 15:00-16:15 (청202)수 15:00-16:15 (청202),15,,,서울
GED1308-S01,동서양예술의혼융사,,75,배현진,3.0,월 09:00-10:15 (청207)수 09:00-10:15 (청207),15,,,서울
GED1309-S01,르네상스:예술의혁명,,50,이현민,3.0,월 10:30-11:45 (청201)수 10:30-11:45 (청201),15,,,서울
GED1311-G01,미디어아트와문화,,38,백수희,3.0,월 10:30-11:45 (멀203)수 10:30-11:45 (멀203),15,,,국제
GED1314-S01,"상징,은유,반어:복잡성의시학",,75,이성천,3.0,화 10:30-11:45 (청409)목 10:30-11:45 (청409),15,,,서울
GED1320-G01,악기의탄생:동서양음악의문명사,,65,이혜승,3.0,목 09:00-11:45 (멀B114),15,,,국제
GED1323-S01,의미를향한인간의투쟁,,75,서동은,3.0,화 10:30-11:45 (청205)목 10:30-11:45 (청205),15,,,서울
GED1324-G01,의미의탄생:언어,,65,이혜란,3.0,- (온라인),15,,온라인강좌,국제
GED1324-S01,의미의탄생:언어,,150,김성아,3.0,- (),15,,온라인강좌,서울
GED1325-G01,인문학과문화콘텐츠,,135,김기국,3.0,- (온라인),15,,온라인강좌,국제
GED1325-S01,인문학과문화콘텐츠,,150,김기국,3.0,- (),15,,온라인강좌,서울
GED1330-S01,"한국의문화유산:소리,색,선,맛",,40,이승재,3.0,월 12:00-13:15 (청202)수 12:00-13:15 (청202),15,영어,,서울
GED1336-S01,문학과철학,,75,신현주,3.0,월 16:30-17:45 (청507)수 16:30-17:45 (청507),15,,,서울
GED1337-G01,불교와정신분석학,,65,신은희,3.0,금 13:30-16:15 (멀704),15,,,국제
GED1337-S01,불교와정신분석학,,50,신은희,3.0,월 15:00-16:15 (청205)수 15:00-16:15 (청205),15,,,서울
GED1338-S01,샤먼과철학자:성과속의대화,,60,신은희,3.0,월 13:30-14:45 (청205)수 13:30-14:45 (청205),15,,,서울
GED1346-S01,매체와메시지:미디어의이해,,75,박성진,3.0,금 15:00-17:45 (청207),15,,,서울
GED1349-G01,영화와문학,,65,김활란,3.0,월 12:00-13:15 (멀302)수 12:00-13:15 (멀302),15,,,국제
GED1349-G02,영화와문학,,65,김활란,3.0,수 13:30-14:45 (멀302)월 13:30-14:45 (멀302),15,,,국제
GED1349-S01,영화와문학,,40,Wayne Gauthier,3.0,화 13:30-14:45 (청202)목 13:30-14:45 (청202),15,영어,,서울
GED1351-G01,창의적연극놀이,,40,곽동철,3.0,월 09:00-11:45 (글403),15,,,국제
GED1351-G02,창의적연극놀이,,40,나아리,3.0,월 13:30-16:15 (글403),15,,,국제
GED1353-G01,고전과여성,,65,유재명,3.0,화 12:00-13:15 (멀411)목 12:00-13:15 (멀411),15,,,국제
GED1355-S01,지구적세계문학,,75,"고인환,차선일",3.0,화 12:00-13:15 (청509)목 12:00-13:15 (청509),15,,팀티칭(강의실 변경 청507->청509),서울
GED1356-G01,동양에서서양으로:음악과문화,,65,FABREGAS ELISENDA,3.0,수 10:30-13:15 (멀B114),15,영어,영어강좌,국제
GED1356-G02,동양에서서양으로:음악과문화,,65,FABREGAS ELISENDA,3.0,수 13:30-16:15 (멀B114),15,영어,영어강좌,국제
GED1357-G01,작곡의밑그림:화성학,,65,김은혜,3.0,목 12:00-14:45 (멀B114),15,,,국제
GED1358-G01,명작에취하다:예술 감상법,,65,김은혜,3.0,목 15:00-17:45 (멀302),15,,,국제
GED1358-G02,명작에취하다:예술 감상법,,65,이혜승,3.0,금 09:00-11:45 (멀B114),15,,,국제
GED1360-G01,인간행동의이해:심리학,,80,하유진,3.0,금 12:00-14:45 (멀112),15,,,국제
GED1361-S01,영화와소설에나타난한국인의서사,,40,이영준,3.0,화 10:30-11:45 (청202)목 10:30-11:45 (청202),15,영어,,서울
GED1408-G01,공학과경영,,65,김명섭,3.0,월 12:00-13:15 (멀602)수 12:00-13:15 (멀602),15,,ABEEK Abeek,국제
GED1408-G02,공학과경영,,65,김명섭,3.0,수 13:30-14:45 (멀602)월 13:30-14:45 (멀602),15,,ABEEK Abeek,국제
GED1408-G03,공학과경영,,65,김명섭,3.0,월 15:00-16:15 (멀602)수 15:00-16:15 (멀602),15,,ABEEK Abeek,국제
GED1408-G04,공학과경영,,65,박수정,3.0,수 10:30-11:45 (멀602)월 10:30-11:45 (멀602),15,,ABEEK Abeek,국제
GED1416-S01,돈의발명:조개에서도토리까지,,75,조복현,3.0,월 10:30-11:45 (청409)수 10:30-11:45 (청409),15,,외국인유학생 전용,서울
GED1417-S01,"돈이만든세계:돈과나,돈과사회",,75,임정근,3.0,금 12:00-14:45 (청307),15,,,서울
GED1418-G01,뛰는중국따라잡기:현대중국알기,,65,정종필,3.0,수 09:00-11:45 (멀302),15,,,국제
GED1419-G01,"법,질서,국가",,65,박시홍,3.0,화 15:00-16:15 (멀612)목 15:00-16:15 (멀612),15,,,국제
GED1419-G02,"법,질서,국가",,65,박시홍,3.0,화 16:30-17:45 (멀612)목 16:30-17:45 (멀612),15,,,국제
GED1419-G03,"법,질서,국가",,65,Brian Daniel Arundel,3.0,화 13:30-14:45 (멀602)목 13:30-14:45 (멀602),15,영어,영어강좌,국제
GED1419-S01,"법,질서,국가",,75,이환경,3.0,목 15:00-17:45 (청409),15,,,서울
GED1432-G01,예술을통한공동체만들기,,65,김동언,3.0,월 13:30-14:45 (멀612)수 13:30-14:45 (멀612),15,,,국제
GED1434-S01,인터넷과법,,75,정완,3.0,화 12:00-13:15 (청205)목 12:00-13:15 (청205),15,,,서울
GED1435-G01,정치학적사유의원리,,65,임형진,3.0,월 10:30-11:45 (멀312)수 10:30-11:45 (멀312),15,,,국제
GED1435-G02,정치학적사유의원리,,65,임형진,3.0,수 12:00-13:15 (멀312)월 12:00-13:15 (멀312),15,,,국제
GED1435-S01,정치학적사유의원리,,75,정복철,3.0,화 16:30-17:45 (청207)목 16:30-17:45 (청207),15,,,서울
GED1437-G01,한국사회의정치적이슈들,,65,김민전,3.0,월 12:00-13:15 (멀210)수 12:00-13:15 (멀210),15,,,국제
GED1437-G02,한국사회의정치적이슈들,,65,김민전,3.0,수 13:30-14:45 (멀210)월 13:30-14:45 (멀210),15,,,국제
GED1437-G03,한국사회의정치적이슈들,,65,김민전,3.0,- (온라인),15,,온라인강좌,국제
GED1437-S01,한국사회의정치적이슈들,,75,박정숙,3.0,금 12:00-14:45 (청305),15,,,서울
GED1438-G01,한국사회의주요이슈들,,65,백범석,3.0,금 10:30-13:15 (멀704),15,,,국제
GED1440-G01,행복이란무엇인가,,65,박대진,3.0,금 12:00-14:45 (멀312),15,,,국제
GED1440-G02,행복이란무엇인가,,65,박대진,3.0,금 15:00-17:45 (멀312),15,,,국제
GED1440-G03,행복이란무엇인가,,65,박대진,3.0,목 15:00-17:45 (멀826),15,,,국제
GED1440-S01,행복이란무엇인가,,50,이상임,3.0,월 16:30-17:45 (청202)수 16:30-17:45 (청202),15,,,서울
GED1446-S01,"인간,커뮤니케이션,상호작용",,40,Joseph A. Faraci Jr.,3.0,화 12:00-13:15 (청305)목 12:00-13:15 (청305),15,영어,강의실 변경 네105-> 청305,서울
GED1447-S01,정치의인문학적탐색,,75,김윤철,3.0,월 12:00-13:15 (청301)수 12:00-13:15 (청301),15,,,서울
GED1450-S01,공정경쟁과소비자보호,,75,정완,3.0,화 13:30-14:45 (청205)목 13:30-14:45 (청205),15,,,서울
GED1452-S01,비만의사회학,,75,박승준,3.0,화 09:00-10:15 (청507)목 09:00-10:15 (청507),15,,,서울
GED1453-S01,"공감,배려,안전",,75,정재원,3.0,목 15:00-17:45 (청307),15,,,서울
GED1456-G01,"놀이하는인간,호모루덴스이해하기",,65,윤지인,3.0,화 12:00-13:15 (체306)목 12:00-13:15 (체306),15,,체육부전용강좌,국제
GED1458-S01,SF영화와미래정치,,75,안병진,3.0,월 09:00-10:15 (청301)수 09:00-10:15 (청301),15,,,서울
GED1459-G01,여성학개론,,50,정재원,3.0,금 12:00-14:45 (멀608),15,,,국제
GED1462-S01,독립연구:전환21,,0,우기동,3.0,- (),15,,개별수강신청불가,서울
GED1463-S01,이시대에필요한페미니즘입문,,75,김숙이,3.0,금 12:00-14:45 (청205),15,,,서울
GED1464-S01,독립연구:전환21(연구형),,0,우기동,3.0,- (),15,,개별수강신청불가,서울
GED1501-G01,On Justice,,50,Todd McGowan,3.0,월 10:30-11:45 (멀704)수 10:30-11:45 (멀704),15,영어,영어강좌,국제
GED1502-G01,SF영화의상상력:미래의평화와윤리,,65,Roger Thompson,3.0,금 09:00-11:45 (멀612),15,영어,영어강좌,국제
GED1503-S01,공동체윤리의빛과그늘,,75,이병태,3.0,화 12:00-13:15 (청307)목 12:00-13:15 (청307),15,,,서울
GED1504-G01,공학과윤리,,65,박수정,3.0,월 13:30-14:45 (멀512)수 13:30-14:45 (멀512),15,,ABEEK Abeek,국제
GED1504-G02,공학과윤리,,65,예철해,3.0,화 16:30-17:45 (멀102)목 16:30-17:45 (멀102),15,,ABEEK,국제
GED1505-S01,근대과학의탄생과전개,,75,박근재,3.0,월 12:00-13:15 (청409)수 12:00-13:15 (청409),15,,,서울
GED1508-S01,동아시아문명론,,75,김희찬,3.0,화 10:30-11:45 (청301)목 10:30-11:45 (청301),15,,,서울
GED1509-G01,동아시아의서양문명수용론,,40,이준태,3.0,월 15:00-16:15 (멀402)수 15:00-16:15 (멀402),15,,,국제
GED1509-S01,동아시아의서양문명수용론,,75,부정흠,3.0,금 15:00-17:45 (청507),15,,,서울
GED1509-S02,동아시아의서양문명수용론,,75,윤성익,3.0,화 12:00-13:15 (청301)목 12:00-13:15 (청301),15,,외국인유학생 전용,서울
GED1510-S01,"동양사상의뿌리:유,불,도",,75,이은영,3.0,수 09:00-11:45 (청305),15,,,서울
GED1511-G01,두얼굴의인류사:전쟁과평화,,65,유재명,3.0,월 10:30-11:45 (멀411)수 10:30-11:45 (멀411),15,,,국제
GED1511-S01,두얼굴의인류사:전쟁과평화,,75,이환호,3.0,화 13:30-14:45 (청207)목 13:30-14:45 (청207),15,,,서울
GED1516-S01,세계의평화주의자들,,75,송병록,3.0,월 15:00-16:15 (청207)수 15:00-16:15 (청207),15,,,서울
GED1518-G01,애타주의(altruism):상호성의윤리,,65,신혜영,3.0,금 12:00-14:45 (멀411),15,,,국제
GED1518-G02,애타주의(altruism):상호성의윤리,,65,신혜영,3.0,금 15:00-17:45 (멀411),15,,,국제
GED1526-S01,음악과권력:충돌혹은타협의역사,,75,조은아,3.0,화 13:30-14:45 (청507)목 13:30-14:45 (청507),15,,,서울
GED1528-S01,평화와갈등,,75,이선이,3.0,금 09:00-11:45 (청507),15,,,서울
GED1530-S01,아시아공동체론,,75,최현진,3.0,금 09:00-11:45 (청305),15,,,서울
GED1531-S01,"생명윤리,찬성과반대",,75,박소연,3.0,화 10:30-11:45 (청305)목 10:30-11:45 (청305),15,,,서울
GED1534-S01,문명전환기퀀텀리더십,,75,안병진,3.0,월 10:30-11:45 (청301)수 10:30-11:45 (청301),15,,,서울
GED1536-G01,북한문화와사회,,65,윤민경,3.0,월 12:00-13:15 (멀512)수 12:00-13:15 (멀512),15,영어,영어강의,국제
GED1602-S01,"구별의정치학:인종,계급,성",,75,정복철,3.0,화 13:30-14:45 (청409)목 13:30-14:45 (청409),15,,,서울
GED1611-G01,사농공상:역사의주연과조연,,65,한형주,3.0,화 13:30-14:45 (멀512)목 13:30-14:45 (멀512),15,,,국제
GED1615-G01,설탕과소금:사소한것들의역사,,65,한형주,3.0,화 10:30-11:45 (멀512)목 10:30-11:45 (멀512),15,,,국제
GED1615-G02,설탕과소금:사소한것들의역사,,65,한형주,3.0,화 15:00-16:15 (멀512)목 15:00-16:15 (멀512),15,,,국제
GED1615-S01,설탕과소금:사소한것들의역사,,75,김경수,3.0,화 09:00-10:15 (청301)목 09:00-10:15 (청301),15,,,서울
GED1616-S01,세계속의한국:국토와인간,,40,주성재,3.0,월 13:30-14:45 (청202)수 13:30-14:45 (청202),15,영어,,서울
GED1617-G01,소셜네트워크:소통과집단지성,,65,유재명,3.0,월 12:00-13:15 (멀411)수 12:00-13:15 (멀411),15,,,국제
GED1618-S01,실크로드와누들로드:문명의창조와전달,,75,이환호,3.0,화 12:00-13:15 (청207)목 12:00-13:15 (청207),15,,,서울
GED1620-S01,역사학적해석의방법들,,75,이한구,3.0,월 15:00-17:45 (청301),15,,,서울
GED1621-G01,"영토의경계와흔적:이민,이주,이동",,65,Brown Hyon Chol,3.0,화 10:30-11:45 (멀602)목 10:30-11:45 (멀602),15,영어,영어강좌,국제
GED1626-G01,한국근현대사의이해,,65,허동현,3.0,월 09:00-10:15 (멀102)수 09:00-10:15 (멀102),15,,,국제
GED1627-G01,한국인의정신세계:사상과신앙,,65,김성지,3.0,월 13:30-14:45 (멀312)수 13:30-14:45 (멀312),15,,,국제
GED1628-G01,황하와장강:중국역사의발자취,,65,이준태,3.0,월 10:30-11:45 (멀826)수 10:30-11:45 (멀826),15,,,국제
GED1631-S01,다이나믹한국근현대사,,75,홍승태,3.0,월 13:30-14:45 (청207)수 13:30-14:45 (청207),15,,중국인유학생 전용,서울
GED1632-S01,미지의문명:융합과공존의두터운세계,,75,정복철,3.0,화 15:00-16:15 (청207)목 15:00-16:15 (청207),15,,,서울
GED1638-S01,"인간,장소,지명",,75,주성재,3.0,월 16:30-17:45 (청207)수 16:30-17:45 (청207),15,,,서울
GED1640-S01,젠더와역사:평등과차이의정치사,,75,엄혜진,3.0,화 12:00-13:15 (청409)목 12:00-13:15 (청409),15,,,서울
GED1643-S01,미래학과미래마인드,,50,김수이,3.0,화 15:00-16:15 (청305)목 15:00-16:15 (청305),15,,,서울
GED1645-S01,세계금융사,,40,Robert K.Poirier,3.0,월 15:00-16:15 (네104)수 15:00-16:15 (네104),15,영어,,서울
GED1647-S01,인류학과음식문화,,75,윤성익,3.0,화 13:30-14:45 (청305)목 13:30-14:45 (청305),15,,외국인유학생 전용,서울
GED1648-S01,주체와유토피아:우토푸스(Utopus)의꿈,,75,이병태,3.0,화 10:30-11:45 (청207)목 10:30-11:45 (청207),15,,,서울
GED1649-S01,호모무지쿠스:음악으로경계넘나들기,,75,조은아,3.0,화 10:30-11:45 (청507)목 10:30-11:45 (청507),15,,,서울
GED1650-G01,삼국지인문학,,65,민관동,3.0,화 10:30-11:45 (멀210)목 10:30-11:45 (멀210),15,,,국제
GED1651-S01,글로벌전통문화,,40,Jennifer M. Flinn,3.0,월 10:30-11:45 (청202)수 10:30-11:45 (청202),15,영어,,서울
GED1654-S01,아프리카문화의이해,,75,이석호,3.0,월 12:00-14:45 (청307),15,,,서울
GED1656-G01,영화로보는스포츠문화,,65,박경혜,3.0,화 18:00-20:45 (멀312),15,,체육부 전용강좌,국제
GED1658-G01,언어:얼개와쓰임,,65,이건수,3.0,월 10:30-11:45 (멀512)수 10:30-11:45 (멀512),15,,,국제
GED1660-G01,일상의공연학,,40,이영란,3.0,수 10:30-13:15 (글403),15,,,국제
GED1661-S01,문명과세계체제그리고인류의미래:근대이후세계의 형성과그너머,,75,김민웅,3.0,월 10:30-11:45 (청207)수 10:30-11:45 (청207),15,,,서울
GED1662-S01,동아시아고대문명,,75,김종미,3.0,목 15:00-17:45 (청205),15,,,서울
GED1702-S01,논증과토론,,150,허경호,3.0,- (),15,,온라인강좌,서울
GED1703-S01,비판적사고란무엇인가,,75,김은정,3.0,금 15:00-17:45 (청301),15,,,서울
GED1703-S02,비판적사고란무엇인가,,75,양세훈,3.0,화 15:00-17:45 (청307),15,,외국인유학생 전용,서울
GED1704-S01,"사고와논리:개념,명제,논증",,75,신현주,3.0,월 15:00-16:15 (청307)수 15:00-16:15 (청307),15,,,서울
GED1705-S01,사유의두패턴:귀납과연역,,75,박근재,3.0,금 12:00-14:45 (청409),15,,,서울
GED1707-G01,수와문명:문명을바꾼수학적발견,,50,김진용,3.0,화 10:30-11:45 (멀608)목 10:30-11:45 (멀608),15,,,국제
GED1707-S01,수와문명:문명을바꾼수학적발견,,75,김진용,3.0,화 15:00-16:15 (청509)목 15:00-16:15 (청509),15,,,서울
GED1711-S01,인간-컴퓨터 중심세계,,75,정화영,3.0,수 16:30-17:45 (청409)금 16:30-17:45 (청409),15,,SW중점과목(2018학번 1학년 우선 수강),서울
GED1715-G01,통계의진실과오류,,38,"최진혁,김현수",3.0,"목 13:30-14:45 (멀203),화 13:30-14:45 (멀203)",15,,팀티칭,국제
GED1717-G01,프로그래밍을통한논리적사유연습,,70,이승관,3.0,- (온라인),15,,"온라인강좌,강의계획서참조요망, SW코딩",국제
GED1717-G02,프로그래밍을통한논리적사유연습,,70,안상혁,3.0,- (온라인),15,,"온라인강좌,중간,기말고사 오프라인, SW코딩",국제
GED1717-G03,프로그래밍을통한논리적사유연습,,38,이대호,3.0,월 10:30-11:45 (멀204)수 10:30-11:45 (멀204),15,,SW코딩,국제
GED1717-S01,프로그래밍을통한논리적사유연습,,40,최철림,3.0,월 13:30-14:45 (청405)수 13:30-14:45 (청405),15,,SW중점과목(2018학번 1학년 우선 수강),서울
GED1719-S01,질적연구와데이터분석,,40,"Park, Jenny",3.0,화 15:00-16:15 (네104)목 15:00-16:15 (네104),15,영어,,서울
GED1720-G01,소프트웨어적사유,,80,이성근,3.0,- (온라인),15,,"온라인강좌, SW교양",국제
GED1720-G02,소프트웨어적사유,,80,한치근,3.0,- (온라인),15,,"온라인강좌,강의계획서참조요망,중간,기말시험:오프라인, 이공계열전용분반 SW교양",국제
GED1720-G03,소프트웨어적사유,,80,한치근,3.0,- (온라인),15,,"온라인강좌,강의계획서참조요망,중간,기말시험:오프라인, 인문/예술계열 전용분반 SW교양",국제
GED1720-G04,소프트웨어적사유,,80,한치근,3.0,- (온라인),15,,"온라인강좌,강의계획서참조요망,중간,기말시험:오프라인, 계열통합분반 SW교양",국제
GED1721-G01,빅데이터와스포츠산업,,65,한진욱,3.0,월 12:00-13:15 (멀612)수 12:00-13:15 (멀612),15,,체육부 전용강좌,국제
GED1723-S01,종교문화와여성,,75,최화선,3.0,월 12:00-14:45 (청507),15,,,서울
GED1724-S01,창의적사고를위한소프트웨어코딩,,150,최철림,3.0,- (),15,,"SW중점과목(2018학번 1학년 우선 수강), 온라인강좌",서울
GEE1106-S01,"게임이론,진화,그리고협력",,75,조남운,3.0,월 09:00-11:45 (청715),17,,,서울
GEE1117-G01,국가폭력과트라우마,,65,임형진,3.0,월 09:00-10:15 (멀312)수 09:00-10:15 (멀312),17,,,국제
GEE1120-G01,글로벌라틴아메리카,,65,송영복,3.0,화 12:00-13:15 (멀210)목 12:00-13:15 (멀210),17,,,국제
GEE1125-G01,나쓰메소세키읽기,,65,손지연,3.0,화 10:30-11:45 (멀302)목 10:30-11:45 (멀302),17,,,국제
GEE1127-G01,네트워크의미래,,60,유인태,3.0,- (온라인),17,,"온라인강좌, SW교양",국제
GEE1127-G02,네트워크의미래,,60,유인태,3.0,- (온라인),17,,"온라인강좌, SW교양",국제
GEE1127-G03,네트워크의미래,,60,이호진,3.0,- (온라인),17,,"온라인강좌, SW교양",국제
GEE1127-G04,네트워크의미래,,60,이호진,3.0,- (온라인),17,,"온라인강좌, SW교양",국제
GEE1132-S01,"동화,민담의비판적읽기와우리의세계",,75,김민웅,3.0,월 09:00-10:15 (청620)수 09:00-10:15 (청620),17,,,서울
GEE1135-G01,라틴아메리카문학과예술,,65,황수현,3.0,금 12:00-14:45 (멀602),17,,,국제
GEE1157-S01,부동산학개론,,75,이성근,3.0,월 15:00-16:15 (청620)수 15:00-16:15 (청620),17,,,서울
GEE1174-S01,생활속의법,,75,강효백,3.0,화 10:30-11:45 (청715)목 10:30-11:45 (청715),17,,,서울
GEE1182-S01,소통을위한국어화법,,50,조현용,3.0,화 09:00-10:15 (청715)목 09:00-10:15 (청715),17,,,서울
GEE1186-G01,시민생활과법,,100,이환경,3.0,금 15:00-17:45 (멀112),17,,,국제
GEE1186-S01,시민생활과법,,75,이한주,3.0,화 13:30-14:45 (청407)목 13:30-14:45 (청407),17,,,서울
GEE1187-S01,시창작교실,,40,이문재,3.0,금 12:00-14:45 (청403),17,,강의실변경(청715->403),서울
GEE1191-S01,약과건강,,150,정성현,3.0,- (),17,,온라인강좌,서울
GEE1192-G01,언어와문학의이해,,65,이혜란,3.0,- (온라인),17,,,국제
GEE1193-G01,언어와컴퓨터,,70,안상혁,3.0,화 13:30-14:45 (멀312)목 13:30-14:45 (멀312),17,,SW교양,국제
GEE1203-S01,예술치료의원리와실제,,60,신현경,3.0,목 15:00-17:45 (청620),17,,,서울
GEE1218-G01,응급처치및안전관리,,65,남상석,3.0,금 09:00-11:45 (멀826),17,,,국제
GEE1218-G02,응급처치및안전관리,,65,조문기,3.0,금 12:00-14:45 (체212),17,,,국제
GEE1242-G01,짝짓기의진화심리학,,65,전중환,3.0,월 13:30-14:45 (멀826)수 13:30-14:45 (멀826),17,,,국제
GEE1243-S01,창업경영과기업가정신,,75,최주철,3.0,월 15:00-17:45 (청715),17,,취·창업과목,서울
GEE1243-S02,창업경영과기업가정신,,250,최주철,3.0,- (),17,,"온라인, 취·창업과목",서울
GEE1255-G01,프로그래밍입문,,65,이승관,3.0,- (온라인),17,,"온라인강좌,강의계획서참조요망",국제
GEE1264-S01,한국어1,,0,김경지,3.0,화 15:00-16:15 (청704)목 15:00-16:15 (청704),17,,영어트랙전형 전용,서울
GEE1265-G01,한국어1(교양),,30,최윤정,3.0,금 12:00-14:45 (멀803),17,,외국인 English1 대체/Foreign Students Only,국제
GEE1266-S01,한국어2,,0,권오희,3.0,금 15:00-17:45 (청302),17,,영어트랙전형 전용,서울
GEE1267-G01,한국어2(교양),,50,최윤정,3.0,화 13:30-14:45 (글507)목 13:30-14:45 (글507),17,,외국인 English2 대체/Foreign Students Only,국제
GEE1272-S01,한국의사회와정치,,70,하영애,3.0,월 10:30-11:45 (청620)수 10:30-11:45 (청620),17,,외국인 유학생 전용,서울
GEE1273-S01,한국의역사와문화,,81,조복현,3.0,월 09:00-10:15 (청509)수 09:00-10:15 (청509),17,,외국인 유학생 전용,서울
GEE1275-G01,한방과건강생활,,65,길재호,3.0,- (온라인),17,,,국제
GEE1286-G01,후마니타스특강,,100,이준태,2.0,목 15:00-16:50 (멀B114),17,,,국제
GEE1286-G02,후마니타스특강,,70,권영하,2.0,목 16:00-17:50 (공107),17,,"CTO 특강/공과대학 3,4학년만 수강가능",국제
GEE1286-S01,후마니타스특강,,220,김성일,2.0,화 15:00-16:50 (청B117),17,,,서울
GEE1287-G01,후마니타스특강1,,340,이준태,1.0,- (온라인),17,,,국제
GEE1287-S01,후마니타스특강1,,250,이영준,1.0,- (),17,,온라인강좌,서울
GEE1330-G01,글로벌세미나,,0,주부석,2.0,화 18:30-20:30 (공149),17,,공과대학/생명과학대학/소프트웨어대학/응용과학대학,국제
GEE1330-G02,글로벌세미나,,0,노상균,2.0,화 18:30-20:30 (외405),17,,외국어대학/체육대학,국제
GEE1330-G03,글로벌세미나,,0,박호정,2.0,화 18:00-20:00 (예B123),17,,Postmodern음악학과,국제
GEE1330-G04,글로벌세미나,,0,김정호,2.0,화 18:00-20:00 (예B167),17,,연극영화학과,국제
GEE1330-G05,글로벌세미나,,0,김진오,2.0,화 18:00-20:00 (예502),17,,디자인계열,국제
GEE1332-G01,후마니타스세미나,,21,유정목,1.0,화 10:30-11:45 (멀701),17,,사소한 것들의 과학,국제
GEE1332-G02,후마니타스세미나,,21,Brown Hyon Chol,1.0,화 15:00-16:15 (멀701),17,,,국제
GEE1332-G03,후마니타스세미나,,21,배재형,1.0,월 15:00-16:15 (멀701),17,,퍼즐(PUZZLE),국제
GEE1332-G05,후마니타스세미나,,21,김기국,1.0,월 09:00-10:15 (멀701),17,,"유럽 문화, 가로지르기",국제
GEE1332-G06,후마니타스세미나,,21,이혜란,1.0,월 13:30-14:45 (멀701),17,,언어놀이: 시,국제
GEE1332-G07,후마니타스세미나,,21,박지호,1.0,월 16:30-17:45 (멀701),17,,“커피 이론과 실습:from green-bean to cup”,국제
GEE1332-G08,후마니타스세미나,,21,이병수,1.0,수 15:00-16:15 (멀701),17,,유럽명작과 인문기행,국제
GEE1332-G09,후마니타스세미나,,21,박명진,1.0,수 16:30-17:45 (멀701),17,,창의적 발상 도구,국제
GEE1333-G01,독립연구1,,0,김성수,2.0,- (),17,,,국제
GEE1333-S01,독립연구1,,0,고인환,2.0,- (),17,,학사게시판 독립연구이수안내 참고,서울
GEE1334-G01,독립연구2,,0,김성수,2.0,- (),17,,,국제
GEE1334-S01,독립연구2,,0,고인환,2.0,- (),17,,학사게시판 독립연구이수안내 참고,서울
GEE1335-S01,신입생세미나,,50,홍승태,1.0,화 10:30-11:45 (청201),17,,2018학번 외국인 유학생 전용,서울
GEE1335-S03,신입생세미나,,50,하영애,1.0,월 13:30-14:45 (청407),17,,2018학번 외국인 유학생 전용,서울
GEE1341-S01,창업전략과모의창업,,50,"신용필,오현주",3.0,수 09:00-11:45 (청715),17,,"취·창업과목, 팀티칭",서울
GEE1343-G01,빅데이터를통한세상바로알기:데이터분석코딩,,38,이성근,3.0,화 12:00-13:15 (멀204)목 12:00-13:15 (멀204),17,,SW코딩,국제
GEE1344-G01,내손안의소프트웨어,,70,김성훈,3.0,- (온라인),17,,"온라인강좌, SW코딩",국제
GEE1344-G02,내손안의소프트웨어,,70,이승형,3.0,- (온라인),17,,"온라인강좌, SW코딩",국제
GEE1344-G03,내손안의소프트웨어,,70,한용구,3.0,- (온라인),17,,"온라인강좌, SW코딩",국제
GEE1345-G01,알기쉬운소프트웨어코딩,,70,김성훈,3.0,- (온라인),17,,"온라인강좌, SW코딩",국제
GEE1345-G02,알기쉬운소프트웨어코딩,,70,이승형,3.0,- (온라인),17,,"온라인강좌, SW코딩",국제
GEE1345-G03,알기쉬운소프트웨어코딩,,70,한용구,3.0,- (온라인),17,,"온라인강좌, SW코딩",국제
GEE1348-S01,씨네페미니즘입문,,75,손희정,3.0,화 15:00-17:45 (청620),17,,,서울
GEE1349-S01,창업과 thinking design,,50,오현주,3.0,수 12:00-14:45 (청715),17,,취·창업과목,서울
GEE1403-S01,고전읽기:그리스비극,,50,김동규,3.0,수 09:00-11:45 (청407),17,,,서울
GEE1405-S01,고전읽기:니체,,50,서광열,3.0,목 16:30-17:45 (청715)화 16:30-17:45 (청715),17,,,서울
GEE1413-S01,고전읽기:셰익스피어,,50,오현숙,3.0,금 12:00-14:45 (청505),17,,,서울
GEE1415-G01,고전읽기:자본론,,50,이병태,3.0,금 09:00-11:45 (글507),17,,,국제
GEE1421-S01,고전읽기:황순원,,50,추선진,3.0,수 10:30-11:45 (네105)월 10:30-11:45 (네105),17,,,서울
